product_title,rating,summary,review
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,1,Terrible product,"Pathetic, don't buy this one"
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Not recommended at all,Ear hurts a lot.1 hrs battery lifeDoesn't connect quickly
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Don't waste your money,Very poor quality and not battery backup
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worst experience ever!,Songs ok but phone calls very bad
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Delightful,Everything is good but the battery life. You would hardly be able to completely watch a 3-4 hour long movie/videos.
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Terrific purchase,Nice product.. Buy kr loðŸ˜‹
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Super!,Product is good sound quality is gud and battery is gud .I can buy to my wife .price is gud .
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Don't waste your money,Not bad at all
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Best in the market!,Superb
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Best in the market!,Very good product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Great product,Excellent product .Airbuds quality are to awesomeSuper product and bass quality very excelent
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Classy product,Good Product but the left one is not working..
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Slightly disappointed,Battery backup not good ðŸ˜”
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Brilliant,It's good
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Worth the money,Good product ðŸ‘
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Useless product,Not satisfied
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Nice product,Product is good.
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Classy product,Sabse best aroma 24hours playtime
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Wonderful,"Nice product battery ðŸ”‹backup is also good sound quality is good, and bass is better so over all it's nice product at this price"
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Really Nice,overall good
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Hated it!,Cloud not connect with my mobile
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Super!,very nice product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Did not meet expectations,don't buy it waste of money.
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Good quality product,Good product value for money
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Pretty good,Good
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Bad quality,Worst product wast of Many
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Waste of money!,It's a worst product it's not working
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Pretty good,Good
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Bad quality,Worst product wast of Many
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Waste of money!,It's a worst product it's not working
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,3,Does the job,It's a looking osm in ears but. It's hurting to my ears that's why i gave 3 start
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Good quality product,Good
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Good quality product,Good product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Not recommended at all,Waste items
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Absolute rubbish!,Bad products
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worthless,Very bad experienceSound quality like 20 earphones better than thes earbuds
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Simply awesome,Good product ðŸ‘
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Worth every penny,Nice product ðŸ¥°ðŸ¥°
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worthless,Very bad product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Perfect product!,Nice ðŸ™‚ðŸ™‚ product good battery good saund
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Awesome,Good ðŸ‘ prodaktu
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,3,Decent product,Sound quality is good.. Bt charger is not working
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Terrific,Good
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Nice product,Don't knw about others but the one delivered to me is suprb in this price range calling 5/5 sound 4/5 range  4/5 built 4/5 charge 4/5 no problem no negative feedback
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Terrible product,Charging problem... 1 hour to play videoThis is a Bad hedhphone
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Best in the market!,At this Price range this product is far better than those products which is available at twice of its price( ðŸš£)
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Hated it!,Fully faltu West of money
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Great product,Nice
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Don't waste your money,Battery is very very bad
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,3,Just okay,Good product but sound effect of loww
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worst experience ever!,Low products
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,3,Just okay,Battery ðŸ”‹ backup 2 h
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Pretty good,Nice product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Mind-blowing purchase,this product good okay
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Value-for-money,Nic
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Did not meet expectations,This is not good quality
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Classy product,Very nice blutooth Good Sound and Long charging time
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Simply awesome,The product is good .Buy if you are a student I never suggest you this product. You can go for Aroma nb119b . It is better for student.......
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worthless,No thanks
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,3,Fair,Avarage quality
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Perfect product!,Good
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Hated it!,Battery back up very poor just only 40 to 60 mints only
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Perfect product!,Best quality earbuds
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Very poor,Bad product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worst experience ever!,Waste product Don't waste your money
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Don't waste your money,Bad
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Excellent,Nice product. Thank you Flipkart delivery for your support and help.
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Must buy!,
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Classy product,Awesome must buy
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Did not meet expectations,Waste product not connecting in bluetooth and sound right side speaker working left side is not not working
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Excellent,So beautiful and nice product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Wonderful,Nice qeality
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Don't waste your money,Very poor quality and not battery backup
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Hated it!,"Worst item, none should purchase it"
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Worth every penny,Nice
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,3,Good,Not worthy ..average
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Bad quality,Low quality
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Great product,Super
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Unsatisfactory,Worst quality
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Classy product,Awesome must buy
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,3,Nice,The sound is audible to others too...little disappointed but sound quality is good ðŸ‘battery backup is not that strong.Needs to be charged 2-3 times a day
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Excellent,So beautiful and nice product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Not good,Not recommended to buyðŸ˜ðŸ˜ðŸ˜
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worst experience ever!,Very very poor not working charge
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worthless,Too bad item. plz do not buy this product.
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Very Good,Good product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Terrific,Nice
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Terrific purchase,Good
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Not good,Pods Are Good But Charging Pods Wasted.. My Opinion Don't Buy
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Really Nice,Nice product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Good quality product,Good ðŸ‘
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worst experience ever!,Very very poor not working charge
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worthless,Too bad item. plz do not buy this product.
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Very Good,Good product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Terrific,Nice
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Terrific purchase,Good
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Not good,Pods Are Good But Charging Pods Wasted.. My Opinion Don't Buy
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Really Nice,Nice product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Good quality product,Good ðŸ‘
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Delightful,"Product is good, valuable sound system is good, product company is also good..."
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Nice product,Good prodect Pisa vasul.
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Not recommended at all,Ear hurts a lot.1 hrs battery lifeDoesn't connect quickly
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Very poor,"Very bad product, don't purchase anyone"
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Very poor,Bad
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Not good,Very low battery level
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Not good,Right side not working
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Super!,Nice
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Worth the money,Good product thank you flipkart
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Great product,Super
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Great product,Very nice
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Unsatisfactory,Not matching i. Specifications only 30 min charge have play stand time 1 hr worst with case charging one side only one time
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Wonderful,Good quality â˜ºï¸
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Just wow!,Good ðŸ˜ŠðŸ‘
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Really Nice,Nice product.. I like itðŸ¥°
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Excellent,Good
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Useless product,In calls the sound quality is very bad...
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,3,Decent product,Good product not work
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Just wow!,Super
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Mind-blowing purchase,ðŸ‘ super experience
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Great product,Products is very good but battery backup only 2 hours
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Mind-blowing purchase,Good sound
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Utterly Disappointed,Not good waste of buying  this
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Worth every penny,Good sound quality
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Delightful,Sound quality 4/5Bass 3/5Battery backup 3/5Calling 5/5Value for money 5/5
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Not recommended at all,waste of money
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Wonderful,Nice
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Horrible,Very very very bad product ever
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Super!,I am very happy ðŸ˜Š
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Utterly Disappointed,Worst product I had ever seen...
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Worth every penny,Very nice
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worst experience ever!,Very bad product don't buy
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Good quality product,Nice product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worthless,Worst...
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Absolute rubbish!,Such a very low quality products
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Value-for-money,Ok
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,3,Good,Not good battery backup and all is good.
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Waste of money!,Sound quality  is not so good its OK ok
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Perfect product!,Very nice
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Great product,Good
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Useless product,Very bad experience
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Absolute rubbish!,"It is very bad product. Don't buy it, it is waste of your money. It works properly in beginning but after few days it become worse . Touch sensor are not working properly they don't follow your command ðŸ˜”They switch off automatically without your permission"
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worthless,Worst...
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Absolute rubbish!,Such a very low quality products
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Value-for-money,Ok
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,3,Good,Not good battery backup and all is good.
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Waste of money!,Sound quality  is not so good its OK ok
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Perfect product!,Very nice
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Great product,Good
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Useless product,Very bad experience
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Absolute rubbish!,"It is very bad product. Don't buy it, it is waste of your money. It works properly in beginning but after few days it become worse . Touch sensor are not working properly they don't follow your command ðŸ˜”They switch off automatically without your permission"
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Waste of money!,Pathetic battery.. hardly last for 2 hrs.. sound is ok at this amount
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worthless,After 3month not working left side
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Don't waste your money,Battery only 8 hours almost
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worst experience ever!,Don't buy utter waste not even use one week
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Value-for-money,Best product in budget ðŸ‘
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Mind-blowing purchase,Nice
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Moderate,No so good just ok type and looks like old there are so many scratches on it
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Simply awesome,Very nice Bluetooth aroma NB140
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Must buy!,The product is awesome but the bass is less
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worthless,Poor voice quality paisa waste...
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Hated it!,Bad
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Wonderful,Amazing product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Hated it!,Bad
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Waste of money!,Do not waste your money buying this product .....
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,4,Pretty good,Good
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Hated it!,Not working
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,3,Fair,I love this product ðŸ˜ thank you
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Fabulous!,Good quality
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Hated it!,Very bad products
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Not good,Only 4 h battery play time it's not bad
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Not good,"Very bad battery , it's working very bad ,I will replace alsi but  still that problem going on"
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,3,Fair,Battery backup is not good as mentioned in product details
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Awesome,Very good product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Slightly disappointed,Not so good
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Don't waste your money,Waste of money and after one month products is not working .. Don't buy..
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Not recommended at all,dont buy......waste of money...
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worst experience ever!,No interest
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Worth every penny,Product is Awsome
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Worthless,Bad products
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,3,Good,All ok but it doesn't connect in time it requires to much time to connect
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,1,Terrible product,Please don't buy this product it's sound is good but the 1 earbud is not working please don't buy it's waste of money I've been using this from 2 months and 1 earbud is not working
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Not good,Only 4 h battery play time it's not bad
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Not good,"Very bad battery , it's working very bad ,I will replace alsi but  still that problem going on"
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Simply awesome,
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,3,Fair,Battery backup is not good as mentioned in product details
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,5,Awesome,Very good product
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Made In India| TrueWiresless Bluetooth Headset,2,Slightly disappointed,Not so good
